Row,Return,LogReturn,ReturnLag1,ReturnLag2,ReturnLag3,ReturnLag5,ReturnLag7,Momentum3,Momentum5,Momentum7,Momentum14,Momentum30,SMA5,SMA10,SMA20,SMA50,EMA12,EMA26,EMA12Distance,EMA26Distance,SMA20Distance,SMA50Distance,RSI14,MACD,MACDSignal,MACDHistogram,Volatility5,Volatility10,Volatility20,Volatility30,ATR14,ATR14Normalized,DailyRange,VolumeChange,VolumeRelative,SentimentLag1,SentimentLag3,SentimentLag7,SentimentMA3,SentimentMA7,SentimentMA14,SentimentChange,SentimentReturnInteraction,SentimentMomentumInteraction,Sentiment,SentimentRegime,VolumeSMA20
Return,1,0.995928406694605,-0.100468197212781,0.072659509665123,0.00919777292926785,0.00480306757112574,-0.00797288197174707,0.576254389608135,0.441129924703968,0.381884475312271,0.242417478692448,0.133359896147842,-0.0759593292039264,-0.0910334570453401,-0.0932882470938772,-0.0845623150465018,-0.0813493258134788,-0.0877508935170109,0.505234037025778,0.34971512608777,0.362410250490939,0.223414025596588,0.326039115648637,0.0367747636890545,-0.0230066624045681,0.174254621111819,-0.0214113309514527,-0.00353655060304257,-0.020810526377646,-0.019894799794905,-0.0595228832268045,-0.102083213936449,-0.241781671613648,0.00669609620139182,-0.0466402565684072,-0.0345145187408243,-0.0106990562206173,-0.0459993233324364,0.0987794841290031,0.0421647398449647,-0.002875383575313,0.294192323678568,-0.0560944116575919,0.396115716527974,0.26578946271744,0.204074494565499,0.0349964632090012
LogReturn,0.995928406694605,1,-0.0941308590658992,0.0720687464415418,0.0103199057944271,0.00979264952469601,-0.00663987206563153,0.577674271088072,0.445171855462858,0.385096667072703,0.245686383754071,0.13914155586988,-0.0787885270610434,-0.0950595434511725,-0.0982958885348282,-0.0915011502484898,-0.0854058835068944,-0.0930689865406409,0.51144562864301,0.355884165639689,0.367698634158917,0.229148527259253,0.325317470472803,0.0445808663292676,-0.0167295977295199,0.180174985264883,-0.0561634954267625,-0.0317187983016753,-0.0423449573386237,-0.0381621214192774,-0.0713464443976238,-0.119255558293523,-0.302500997417442,-0.0219744455862974,-0.0810249364288234,-0.0236137147579029,0.000129718620616381,-0.0383385106136711,0.113284148868397,0.0576024681566932,0.0108263609912124,0.298618874759568,-0.0531168805098143,0.395286263192009,0.281206813543915,0.208636358381396,0.0266270360310299
ReturnLag1,-0.100468197212781,-0.0941308590658992,1,-0.0996617043715768,0.0746721715588987,0.0163321388227975,0.020368169020771,0.487970089312388,0.412906236000033,0.339869122596795,0.22034042394393,0.133952682828859,-0.0377644088939077,-0.066280873069025,-0.0754890378853242,-0.0703590671712736,-0.0541951337252312,-0.0695171451067668,0.393457854138974,0.30133041926794,0.316041953099273,0.200318599094473,0.283761535164625,0.094579260725555,0.00391239297592519,0.272553016813407,-0.0560111400927267,-0.00526831851018442,-0.0185338501038661,-0.0128686397216441,-0.0464744474758243,-0.0839216910735138,-0.118302854181519,0.00717811588826897,-0.0673333122883923,0.263563004961506,0.00123741502233808,0.00985234710890033,0.163936131815086,0.0735664918639605,0.0149895930197632,-0.097074586483717,0.947734075044202,0.299311462950932,0.164428409529214,0.150619744031711,0.0285205653379076
ReturnLag2,0.072659509665123,0.0720687464415418,-0.0996617043715768,1,-0.0994023069772432,0.0172968422240949,0.00447959629690006,0.590090288282884,0.438676973303756,0.366767626639962,0.244593707486726,0.150871789086793,-0.00970730534258161,-0.0513072993316116,-0.0675515157850581,-0.0666091897756131,-0.0383227641749816,-0.0604187746828785,0.372119709914283,0.305792757102336,0.324138764668999,0.211305346183349,0.284442794320633,0.138253138793229,0.0330206562411951,0.322409252616949,-0.0673410432333957,-0.0153223233301654,-0.0241601363782355,-0.0101863597755828,-0.046572784184126,-0.0916553347882972,-0.0589951533722485,0.0039139722435152,-0.0110452240722179,0.164276779455552,-0.0401486170158405,-0.0303941538057434,0.213630712451112,0.0968132305214554,0.0268773858772356,-0.0841226799489429,-0.095334279880688,0.34552797438821,0.0783799633221764,0.0700586030905165,0.0286292548734428
ReturnLag3,0.00919777292926785,0.0103199057944271,0.0746721715588987,-0.0994023069772432,1,0.0738438387170321,0.0159784200244531,-0.00710302596082641,0.409548247230496,0.374934647727125,0.255175502330296,0.158059863156581,0.0181998773239386,-0.0355873370780875,-0.0591008936782392,-0.0622746230890627,-0.0234560058845796,-0.0508590627298099,0.324116357265765,0.289483898746955,0.311531304960374,0.209803338309925,0.267919119225047,0.17258267840785,0.0638994044105036,0.339332922816645,-0.0581669301674127,-0.0379131978177299,-0.0189310754263536,-0.00801375430023274,-0.0459910007675411,-0.0946178812954701,-0.0549193376132121,0.0537384459541164,0.00440233371830733,0.0787175502796808,0.263020489038735,-0.00729008944755148,0.152124388310938,0.124180035633226,0.0473492673438299,0.0373390274858716,0.0684743115376948,0.378419858117586,0.116817988448675,0.0927667958162647,0.0261726166126272
ReturnLag5,0.00480306757112574,0.00979264952469601,0.0163321388227975,0.0172968422240949,0.0738438387170321,1,0.0726770710390237,0.0266298861821812,0.0110617150292545,0.351444153897145,0.272514459201229,0.166947947690314,0.0573661576699761,0.00217174274991513,-0.0362086908036365,-0.0478067562614025,0.00697402711694262,-0.0277343466319016,0.253248155168704,0.264895157024989,0.287109883250458,0.209633993835362,0.231910979439317,0.220303600516256,0.124472274911486,0.313728497204768,-0.0888555650013936,-0.0612169136068377,-0.0245906092056266,-0.0282914938491007,-0.038831207193433,-0.0997379699869476,-0.0934872139344835,-0.0855299188510193,-0.0518769379865176,0.0972881395856034,0.0756941992217905,0.00404107441916427,0.113356375491814,0.158953005431495,0.077685958302397,-0.0441776068458282,-0.0181860924680077,0.343150322694807,0.0521769391323297,0.0572905543834212,0.0145823831708163
ReturnLag7,-0.00797288197174707,-0.00663987206563153,0.020368169020771,0.00447959629690006,0.0159784200244531,0.0726770710390237,1,0.00955701837880859,0.0245023089320045,0.0108229358115867,0.290264905661642,0.177829152395702,0.0616864949045859,0.0310615309297027,-0.0236316421790715,-0.0430075846188028,0.0231200205148237,-0.014547657383699,0.189320139157938,0.233854449353736,0.256376749261,0.204374461593687,0.205704380694353,0.239813116439942,0.171308127908101,0.241817714510274,-0.0545313496849209,-0.0704980866288312,-0.0161070066866849,-0.0218964816681426,-0.0363405648846341,-0.103324869495365,-0.0301416311708829,-0.000514751253390989,-0.01583814917591,0.0597325075907841,0.0970187876238017,0.264436951818992,0.0803470276876814,0.139860268993257,0.107484008327898,0.0177801364977235,0.0124099025510274,0.00252967628623931,0.0778713890691558,0.0878826323963802,0.0162608708717227
Momentum3,0.576254389608135,0.577674271088072,0.487970089312388,0.590090288282884,-0.00710302596082641,0.0266298861821812,0.00955701837880859,1,0.782109179393695,0.66084520747392,0.428195954505011,0.255363452549848,-0.0742682832563369,-0.126429092296856,-0.143453216126728,-0.135091017431818,-0.105311577115442,-0.132210209975911,0.769638054256852,0.580258258773534,0.607643517968758,0.385629044654712,0.539748604951189,0.165564358891145,0.0101907263963368,0.467810652024096,-0.107407880244795,-0.0294523361489571,-0.0489298875699752,-0.0347686198922944,-0.0974825778055569,-0.175870640898717,-0.259106602039712,0.014576537691055,-0.0782535296699947,0.243843549905877,-0.0252293799495613,-0.0382547145345429,0.293937222843676,0.134919514693416,0.0303332851736284,0.0631615336519753,0.479287605170288,0.62850817249062,0.30827403599329,0.257115927676255,0.0476623664437685
Momentum5,0.441129924703968,0.445171855462858,0.412906236000033,0.438676973303756,0.409548247230496,0.0110617150292545,0.0245023089320045,0.782109179393695,1,0.848752678441819,0.560995486667998,0.34219807577752,-0.0231866753053923,-0.119777185670329,-0.15875887797156,-0.15692311330798,-0.094274955218561,-0.142303038209504,0.867498311539733,0.704308391208244,0.746185168131879,0.487799588021083,0.648667973919126,0.299995825797539,0.081641127046155,0.671788411540521,-0.165529559307759,-0.0706634824453655,-0.0620317005997673,-0.0424587820360143,-0.119625888068066,-0.228314118438305,-0.261923817251275,-0.0137872942022721,-0.0639120003371199,0.277206809497834,0.178903484369381,-0.0365967975750927,0.35039414301794,0.230402143079069,0.0786530904403174,0.0528639238722992,0.406449922565038,0.821940010034954,0.33112023236878,0.280337255688443,0.0517736726318569
Momentum7,0.381884475312271,0.385096667072703,0.339869122596795,0.366767626639962,0.374934647727125,0.351444153897145,0.0108229358115867,0.66084520747392,0.848752678441819,1,0.682909554379633,0.418524173798324,0.00536822976909595,-0.111818177880403,-0.177318797078038,-0.185406213237578,-0.0886110464382646,-0.154512882246488,0.896439227941268,0.776411197481582,0.834596531443949,0.564701304072402,0.71500360427256,0.413542206264053,0.167617660985487,0.772738813193014,-0.191393775482429,-0.1143482122611,-0.0759029089999081,-0.0629857556171863,-0.148973116684713,-0.276731224493031,-0.253948782642904,-0.0287099302827511,-0.0696335653794082,0.283894347060721,0.227176902567224,-0.0421596470947397,0.364069803943604,0.31972551716271,0.129499780753152,0.0253724142459071,0.322954808466368,0.975596712374266,0.309744546609892,0.263997133779762,0.0568703305727419
Momentum14,0.242417478692448,0.245686383754071,0.22034042394393,0.244593707486726,0.255175502330296,0.272514459201229,0.290264905661642,0.428195954505011,0.560995486667998,0.682909554379633,1,0.636325537228211,0.0962134825259819,0.003082176088628,-0.152326185881011,-0.223623401792513,-0.0139161466888553,-0.128487648388143,0.819504837667656,0.879070744576856,0.934656771497539,0.754721767881224,0.81204427085047,0.725492480624708,0.513574605419208,0.74456743244047,-0.162696041247711,-0.18587954690836,-0.125426180075425,-0.119611372472636,-0.18199776808602,-0.372861828815739,-0.213746944992067,-0.048727979993036,-0.0592747787171235,0.271475064526147,0.27768501009374,0.205885755232449,0.354768330904427,0.405849450498269,0.342044915179545,0.0194127462211581,0.207791088395542,0.663304561982251,0.291244042690995,0.244384749926525,0.0239738120218714
Momentum30,0.133359896147842,0.13914155586988,0.133952682828859,0.150871789086793,0.158059863156581,0.166947947690314,0.177829152395702,0.255363452549848,0.34219807577752,0.418524173798324,0.636325537228211,1,0.21927050499277,0.162778547761202,0.0462376553101727,-0.203879458351408,0.140721241169492,0.00463553707729453,0.577632817714573,0.805955653147523,0.652744885749742,0.928749993355378,0.778893953333402,0.869066303723223,0.86067590456793,0.208603957270927,-0.155297415319995,-0.17198694709296,-0.191978695441187,-0.205565503622979,-0.0577106871198276,-0.311323264221458,-0.166481099989852,-0.0498155143626541,-0.0440876214021762,0.225188834305021,0.230235121513661,0.222781200424065,0.28621098096927,0.344858179377856,0.384394335409439,-0.00148770098600709,0.117222006021316,0.398549265714139,0.223631549455288,0.182373933955753,-0.116124245053491
SMA5,-0.0759593292039264,-0.0787885270610434,-0.0377644088939077,-0.00970730534258161,0.0181998773239386,0.0573661576699761,0.0616864949045859,-0.0742682832563369,-0.0231866753053923,0.00536822976909595,0.0962134825259819,0.21927050499277,1,0.990743651349893,0.961162807973949,0.886793528206271,0.991077739513455,0.962222747428095,0.0331342967020095,0.142476311051935,0.0619599846269377,0.184241960843084,0.0863703017191181,0.229147233728125,0.259691457571369,-0.0361828579748836,0.208849231717849,0.237435870859356,0.290298596221452,0.325178408292256,0.696525670390749,0.348386696051838,0.238510238958778,0.0058616666894772,0.00852394436316053,-0.0216691581547082,-0.000573079717367505,0.0121981685562173,-0.0305080728909123,-0.00952029694413735,-0.00582582906386915,-0.0167146126984785,-0.0406340636756564,-0.00593814669889881,-0.0387269444733839,-0.101012555077307,0.0648033885436439
SMA10,-0.0910334570453401,-0.0950595434511725,-0.066280873069025,-0.0513072993316116,-0.0355873370780875,0.00217174274991513,0.0310615309297027,-0.126429092296856,-0.119777185670329,-0.111818177880403,0.003082176088628,0.162778547761202,0.990743651349893,1,0.982754880621751,0.911234441234974,0.997996904085685,0.980440406735178,-0.0717335677971498,0.0438735617001336,-0.0448230974727578,0.10945415477091,0.00342950229445745,0.157861574460219,0.224762996291494,-0.152586790080248,0.244559760519853,0.264705712611101,0.308152259518391,0.341222047919493,0.724379791129924,0.39520750946955,0.273170049437799,0.014690540760528,0.0201272105994452,-0.0588092744737008,-0.0397526614021849,0.000985119865372413,-0.0767455212826293,-0.0588583103574346,-0.0326016120370143,-0.0132615893517997,-0.0657234125724972,-0.118782389612259,-0.0723359886893945,-0.130893905210903,0.0598312253938724
SMA20,-0.0932882470938772,-0.0982958885348282,-0.0754890378853242,-0.0675515157850581,-0.0591008936782392,-0.0362086908036365,-0.0236316421790715,-0.143453216126728,-0.15875887797156,-0.177318797078038,-0.152326185881011,0.0462376553101727,0.961162807973949,0.982754880621751,1,0.950074651512172,0.988192101804605,0.995102024627423,-0.171569146888911,-0.0894852034217413,-0.182248217969041,-0.0197043264722197,-0.111105311368659,0.0023382481153382,0.09561459414421,-0.259158507083906,0.279295549422231,0.312684688443345,0.346589890834775,0.376258136698804,0.767398199752201,0.474552236987728,0.305195318909033,0.0270431051852178,0.0313605268309653,-0.0985448211136739,-0.0878231783164101,-0.0543572591172548,-0.126614928560569,-0.129458684637146,-0.109558808352182,-0.00757910328359396,-0.0720419394270213,-0.181027034375657,-0.106264283669342,-0.159783282364411,0.0595133303442947
SMA50,-0.0845623150465018,-0.0915011502484898,-0.0703590671712736,-0.0666091897756131,-0.0622746230890627,-0.0478067562614025,-0.0430075846188028,-0.135091017431818,-0.15692311330798,-0.185406213237578,-0.223623401792513,-0.203879458351408,0.886793528206271,0.911234441234974,0.950074651512172,1,0.924939299268536,0.969046047569039,-0.226549184950249,-0.23831383747251,-0.254327238144789,-0.254498964621933,-0.25278640660046,-0.23636420797365,-0.190991528866152,-0.176688265067381,0.3372471410745,0.386595107872998,0.44391675021286,0.475201058425775,0.785083838911569,0.562524920211312,0.342855249990634,0.0462640372161921,0.037145265252284,-0.129561191928042,-0.12890722713828,-0.113865711717647,-0.165824051467792,-0.191303860548959,-0.208800751972003,-0.00239310871341316,-0.0610976176531397,-0.182401087868002,-0.131981697347112,-0.175773919461337,0.104010970742472
EMA12,-0.0813493258134788,-0.0854058835068944,-0.0541951337252312,-0.0383227641749816,-0.0234560058845796,0.00697402711694262,0.0231200205148237,-0.105311577115442,-0.094274955218561,-0.0886110464382646,-0.0139161466888553,0.140721241169492,0.991077739513455,0.997996904085685,0.988192101804605,0.924939299268536,1,0.987670507740919,-0.0646143474304635,0.0343649965097387,-0.0502222528226276,0.091181442919927,-0.00483144396948248,0.124826877614394,0.186623690821023,-0.145418462581668,0.24551707146623,0.274240473340051,0.318724594173215,0.351755047104693,0.732820451789943,0.408627985467262,0.271539190947027,0.0171587194213516,0.018941436332684,-0.0586716871370065,-0.0436593013597263,-0.0151551791928577,-0.0766820685241856,-0.0663358050069735,-0.0517132153875091,-0.0119052414022778,-0.0539343488925065,-0.0961853369317152,-0.0708139271423465,-0.13004191618325,0.0666389528219287
EMA26,-0.0877508935170109,-0.0930689865406409,-0.0695171451067668,-0.0604187746828785,-0.0508590627298099,-0.0277343466319016,-0.014547657383699,-0.132210209975911,-0.142303038209504,-0.154512882246488,-0.128487648388143,0.00463553707729453,0.962222747428095,0.980440406735178,0.995102024627423,0.969046047569039,0.987670507740919,1,-0.157415491773722,-0.0958268412872233,-0.162567001177829,-0.0508269775273751,-0.119180638666398,-0.0320347635667185,0.0392439602358002,-0.205249724374952,0.285029685443575,0.321212694502786,0.367302277587379,0.398977751116326,0.765108799065352,0.481504265740956,0.306055409875896,0.0300402285875024,0.0282236656123696,-0.0945732959880455,-0.0841611537646691,-0.0571666799357045,-0.121577391440999,-0.125532913381816,-0.117800364957189,-0.00782200998139089,-0.0655063807874522,-0.157730030120408,-0.102541389242183,-0.156503241607055,0.0793348487687399
EMA12Distance,0.505234037025778,0.51144562864301,0.393457854138974,0.372119709914283,0.324116357265765,0.253248155168704,0.189320139157938,0.769638054256852,0.867498311539733,0.896439227941268,0.819504837667656,0.577632817714573,0.0331342967020095,-0.0717335677971498,-0.171569146888911,-0.226549184950249,-0.0646143474304635,-0.157415491773722,1,0.924768002556884,0.95399493537834,0.729861149101684,0.838837986797046,0.585147455819995,0.353973395478783,0.768256130297127,-0.254320010770055,-0.211786331558721,-0.173685015090441,-0.146730575829162,-0.194355068182969,-0.393771557994903,-0.349082629173661,-0.0348842512374456,-0.116034786347048,0.333344789465235,0.24432259790813,0.112864858378914,0.431792828169736,0.390238189177075,0.262132105905614,0.0658574484125467,0.375436102136239,0.861275120710978,0.400511757440969,0.33441127554586,-0.00487187809051598
EMA26Distance,0.34971512608777,0.355884165639689,0.30133041926794,0.305792757102336,0.289483898746955,0.264895157024989,0.233854449353736,0.580258258773534,0.704308391208244,0.776411197481582,0.879070744576856,0.805955653147523,0.142476311051935,0.0438735617001336,-0.0894852034217413,-0.23831383747251,0.0343649965097387,-0.0958268412872233,0.924768002556884,1,0.95700773268562,0.923245603516269,0.92202418440971,0.826746479311366,0.658395441884888,0.644871730928556,-0.258031712018303,-0.256717366340785,-0.244785302840464,-0.224077986740234,-0.182017749525266,-0.447373975603975,-0.304314856506084,-0.0487424723781913,-0.0828961235957274,0.321760875670107,0.281158451874653,0.204214071312723,0.412239274051121,0.432125443855338,0.375949139104006,0.0287542777375046,0.28234839621701,0.746427902245351,0.35105661767026,0.293705163978866,-0.0702960898925299
SMA20Distance,0.362410250490939,0.367698634158917,0.316041953099273,0.324138764668999,0.311531304960374,0.287109883250458,0.256376749261,0.607643517968758,0.746185168131879,0.834596531443949,0.934656771497539,0.652744885749742,0.0619599846269377,-0.0448230974727578,-0.182248217969041,-0.254327238144789,-0.0502222528226276,-0.162567001177829,0.95399493537834,0.95700773268562,1,0.795591276503284,0.874721037313568,0.709684643037641,0.476253184990493,0.801086067034911,-0.237488887670216,-0.229915768819168,-0.184583452820545,-0.158735280192303,-0.222948040464995,-0.42978198176331,-0.302805497998329,-0.0447083348764602,-0.0906449968641585,0.329991063207549,0.286399420346824,0.184475727495201,0.422269003802925,0.434551654804043,0.336088955155078,0.0284574378584116,0.298655952221654,0.807863086151944,0.358982389964431,0.306547763779239,0.00136031268108383
SMA50Distance,0.223414025596588,0.229148527259253,0.200318599094473,0.211305346183349,0.209803338309925,0.209633993835362,0.204374461593687,0.385629044654712,0.487799588021083,0.564701304072402,0.754721767881224,0.928749993355378,0.184241960843084,0.10945415477091,-0.0197043264722197,-0.254498964621933,0.091181442919927,-0.0508269775273751,0.729861149101684,0.923245603516269,0.795591276503284,1,0.879975119383887,0.904291149126816,0.843473820068116,0.362055211545886,-0.243788268504485,-0.2664919983642,-0.287380800672926,-0.285642787986834,-0.161325460277285,-0.42671048070998,-0.249381920265867,-0.0494525363712431,-0.0524436041918926,0.258019005344211,0.252492559043883,0.233204579174286,0.329834567858705,0.383966537660711,0.402838775837861,0.00715208901925656,0.181825388489172,0.539176745080367,0.265275179197135,0.219272460493916,-0.111556897430714
RSI14,0.326039115648637,0.325317470472803,0.283761535164625,0.284442794320633,0.267919119225047,0.231910979439317,0.205704380694353,0.539748604951189,0.648667973919126,0.71500360427256,0.81204427085047,0.778893953333402,0.0863703017191181,0.00342950229445745,-0.111105311368659,-0.25278640660046,-0.00483144396948248,-0.119180638666398,0.838837986797046,0.92202418440971,0.874721037313568,0.879975119383887,1,0.724507631110251,0.593308242271155,0.519658377583594,-0.151684454122586,-0.141520861569253,-0.137999378548483,-0.127869537800861,-0.112968051585612,-0.311939010053948,-0.191873012023758,-0.0212041839876345,-0.0529030885460596,0.29219393170341,0.246276659950105,0.168778847124976,0.372964525067388,0.378081190865441,0.315658721744146,0.0235427922419937,0.277359460357902,0.704059405529403,0.316175110295591,0.281038726027202,-0.0310509613118856
MACD,0.0367747636890545,0.0445808663292676,0.094579260725555,0.138253138793229,0.17258267840785,0.220303600516256,0.239813116439942,0.165564358891145,0.299995825797539,0.413542206264053,0.725492480624708,0.869066303723223,0.229147233728125,0.157861574460219,0.0023382481153382,-0.23636420797365,0.124826877614394,-0.0320347635667185,0.585147455819995,0.826746479311366,0.709684643037641,0.904291149126816,0.724507631110251,1,0.942789560117925,0.372415557024429,-0.238965113457522,-0.284902401014202,-0.293000962006748,-0.282871256171904,-0.170429271687059,-0.442805879357956,-0.20608367385116,-0.0808406165548766,-0.05794553471357,0.22480160447234,0.254658300760019,0.265556975504953,0.28096202530438,0.372088242299666,0.416439238264788,-0.0264348742447706,0.0708244591835712,0.385573497089054,0.19777945440884,0.161638242837643,-0.0773542916235815
